code;name;gen_cat;comb_cls;bidi_cat;dec_map;dec_dig_val;dig_val;num_val;mir;one_name;cmt;uc;lc;tc
178361;CJK UNIFIED IDEOGRAPH-2B8B9;Lo;0;L;;;;;N;;;;;
178362;CJK UNIFIED IDEOGRAPH-2B8BA;Lo;0;L;;;;;N;;;;;
178363;CJK UNIFIED IDEOGRAPH-2B8BB;Lo;0;L;;;;;N;;;;;
178364;CJK UNIFIED IDEOGRAPH-2B8BC;Lo;0;L;;;;;N;;;;;
178365;CJK UNIFIED IDEOGRAPH-2B8BD;Lo;0;L;;;;;N;;;;;
178366;CJK UNIFIED IDEOGRAPH-2B8BE;Lo;0;L;;;;;N;;;;;
178367;CJK UNIFIED IDEOGRAPH-2B8BF;Lo;0;L;;;;;N;;;;;
178368;CJK UNIFIED IDEOGRAPH-2B8C0;Lo;0;L;;;;;N;;;;;
178369;CJK UNIFIED IDEOGRAPH-2B8C1;Lo;0;L;;;;;N;;;;;
178370;CJK UNIFIED IDEOGRAPH-2B8C2;Lo;0;L;;;;;N;;;;;
178371;CJK UNIFIED IDEOGRAPH-2B8C3;Lo;0;L;;;;;N;;;;;
178372;CJK UNIFIED IDEOGRAPH-2B8C4;Lo;0;L;;;;;N;;;;;
178373;CJK UNIFIED IDEOGRAPH-2B8C5;Lo;0;L;;;;;N;;;;;
178374;CJK UNIFIED IDEOGRAPH-2B8C6;Lo;0;L;;;;;N;;;;;
178375;CJK UNIFIED IDEOGRAPH-2B8C7;Lo;0;L;;;;;N;;;;;
178376;CJK UNIFIED IDEOGRAPH-2B8C8;Lo;0;L;;;;;N;;;;;
178377;CJK UNIFIED IDEOGRAPH-2B8C9;Lo;0;L;;;;;N;;;;;
178378;CJK UNIFIED IDEOGRAPH-2B8CA;Lo;0;L;;;;;N;;;;;
178379;CJK UNIFIED IDEOGRAPH-2B8CB;Lo;0;L;;;;;N;;;;;
178380;CJK UNIFIED IDEOGRAPH-2B8CC;Lo;0;L;;;;;N;;;;;
178381;CJK UNIFIED IDEOGRAPH-2B8CD;Lo;0;L;;;;;N;;;;;
178382;CJK UNIFIED IDEOGRAPH-2B8CE;Lo;0;L;;;;;N;;;;;
178383;CJK UNIFIED IDEOGRAPH-2B8CF;Lo;0;L;;;;;N;;;;;
178384;CJK UNIFIED IDEOGRAPH-2B8D0;Lo;0;L;;;;;N;;;;;
178385;CJK UNIFIED IDEOGRAPH-2B8D1;Lo;0;L;;;;;N;;;;;
178386;CJK UNIFIED IDEOGRAPH-2B8D2;Lo;0;L;;;;;N;;;;;
178387;CJK UNIFIED IDEOGRAPH-2B8D3;Lo;0;L;;;;;N;;;;;
178388;CJK UNIFIED IDEOGRAPH-2B8D4;Lo;0;L;;;;;N;;;;;
178389;CJK UNIFIED IDEOGRAPH-2B8D5;Lo;0;L;;;;;N;;;;;
178390;CJK UNIFIED IDEOGRAPH-2B8D6;Lo;0;L;;;;;N;;;;;
